Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
CA-2012-115392,2014-10-01,2014-10-04,Second Class,103.92,7,334.43
CA-2012-115399,2014-12-19,2014-12-22,First Class,2.51,3,6.91
CA-2012-115420,2014-04-25,2014-05-02,Standard Class,9.82,2,21.34
CA-2012-115511,2014-11-21,2014-11-25,Standard Class,64.29,6,208.01
CA-2012-115567,2014-09-13,2014-09-18,Standard Class,410.21,11,"1,716.16"
CA-2012-115693,2014-12-10,2014-12-15,Standard Class,15.76,2,56.30
CA-2012-115742,2014-04-18,2014-04-22,Standard Class,73.35,15,209.55
CA-2012-115798,2014-11-13,2014-11-19,Standard Class,214.55,15,810.20
CA-2012-115847,2014-09-19,2014-09-24,Second Class,4.34,2,61.96
CA-2012-115924,2014-09-14,2014-09-18,Second Class,12.69,5,25.90
CA-2012-115938,2014-06-26,2014-06-30,Standard Class,174.26,16,535.36
CA-2012-115945,2014-06-25,2014-07-01,Standard Class,42.10,8,413.94
CA-2012-116092,2014-02-15,2014-02-18,Second Class,189.98,21,627.48
CA-2012-116260,2014-07-06,2014-07-12,Standard Class,2.89,4,11.12
CA-2012-116484,2014-11-20,2014-11-26,Standard Class,-16.97,5,205.38
CA-2012-116512,2014-04-09,2014-04-14,Standard Class,3.05,3,17.94
CA-2012-116638,2014-01-28,2014-01-31,Second Class,"-1,862.31",13,"4,297.64"
CA-2012-116687,2014-05-02,2014-05-07,Standard Class,16.85,6,167.23
CA-2012-116750,2014-07-05,2014-07-10,Second Class,-5.04,7,12.16
CA-2012-116841,2014-04-14,2014-04-18,Standard Class,2.64,1,35.21
CA-2012-116876,2014-02-14,2014-02-21,Standard Class,197.38,10,652.41
CA-2012-117086,2014-11-08,2014-11-12,Standard Class,"1,013.13",5,"4,404.90"
CA-2012-117415,2014-12-27,2014-12-31,Standard Class,15.05,19,"1,228.95"
CA-2012-117611,2014-11-08,2014-11-10,Second Class,69.35,4,376.97
CA-2012-117772,2014-09-10,2014-09-12,Second Class,17.69,6,353.88
CA-2012-117800,2014-09-21,2014-09-26,Standard Class,288.64,5,"1,132.84"
CA-2012-117828,2014-12-23,2014-12-26,First Class,56.35,4,194.32
CA-2012-117884,2014-03-22,2014-03-22,Same Day,55.75,16,598.35
CA-2012-117898,2014-12-05,2014-12-11,Standard Class,4.43,2,12.22
CA-2012-117961,2014-11-26,2014-11-30,Standard Class,67.77,15,191.62
CA-2012-118227,2014-04-24,2014-04-28,Standard Class,7.54,1,25.99
CA-2012-118423,2014-03-24,2014-03-27,First Class,-35.91,3,359.06
CA-2012-118444,2014-11-05,2014-11-09,Standard Class,24.20,4,387.14
CA-2012-118738,2014-10-24,2014-10-30,Standard Class,-60.40,12,373.28
CA-2012-118843,2014-09-13,2014-09-20,Standard Class,44.46,10,199.86
CA-2012-118871,2014-12-04,2014-12-09,Second Class,144.26,11,418.19
CA-2012-118948,2014-05-28,2014-06-03,Standard Class,1.79,3,6.63
CA-2012-118955,2014-06-16,2014-06-20,Standard Class,-6.17,8,253.34
CA-2012-119102,2014-05-23,2014-05-27,Standard Class,13.89,3,51.45
CA-2012-119214,2014-01-23,2014-01-27,Standard Class,20.81,5,43.66
CA-2012-119291,2014-05-14,2014-05-17,First Class,113.42,29,570.49
CA-2012-119480,2014-01-09,2014-01-13,Standard Class,131.08,13,364.07
CA-2012-119508,2014-12-04,2014-12-09,Standard Class,15.28,11,41.98
CA-2012-119550,2014-12-26,2014-12-31,Standard Class,-90.38,3,275.06
CA-2012-119592,2014-12-14,2014-12-16,Second Class,1.80,2,3.76
CA-2012-119627,2014-08-17,2014-08-23,Standard Class,-23.01,16,329.44
CA-2012-119634,2014-08-11,2014-08-16,Standard Class,12.11,3,46.15
CA-2012-119690,2014-06-25,2014-06-28,First Class,-4.35,16,128.93
CA-2012-119697,2014-12-28,2014-12-31,Second Class,1.36,2,54.38
CA-2012-119879,2014-11-21,2014-11-25,Standard Class,-504.25,13,"1,363.67"
CA-2012-119907,2014-12-01,2014-12-08,Standard Class,19.40,2,55.42
CA-2012-119942,2014-04-05,2014-04-07,First Class,7.77,6,23.90
CA-2012-120103,2014-12-24,2014-12-29,Standard Class,50.11,11,225.93
CA-2012-120320,2014-03-05,2014-03-09,Standard Class,2.39,2,31.92
CA-2012-120341,2014-09-26,2014-09-29,Second Class,-110.10,7,167.00
CA-2012-120362,2014-09-14,2014-09-19,Standard Class,118.66,5,912.75
CA-2012-120397,2014-07-02,2014-07-02,Same Day,-85.24,4,32.78
CA-2012-120439,2014-06-14,2014-06-18,Standard Class,5.11,6,51.07
CA-2012-120446,2014-11-16,2014-11-18,First Class,8.69,3,18.90
CA-2012-120516,2014-08-13,2014-08-17,Standard Class,2.71,3,5.64
CA-2012-120551,2014-04-13,2014-04-20,Standard Class,8.02,3,17.43
CA-2012-120621,2014-03-21,2014-03-26,Standard Class,242.51,21,"1,270.38"
CA-2012-120677,2014-05-31,2014-06-04,Standard Class,770.35,8,"2,567.84"
CA-2012-120782,2014-04-28,2014-05-01,First Class,"1,947.98",4,"3,999.70"
CA-2012-120810,2014-07-23,2014-07-27,Standard Class,70.92,6,197.76
CA-2012-120845,2014-09-25,2014-10-02,Standard Class,-4.94,8,22.55
CA-2012-120880,2014-05-29,2014-06-03,Standard Class,219.01,13,740.73
CA-2012-120901,2014-12-31,2015-01-04,Standard Class,-27.48,6,162.06
CA-2012-120915,2014-09-28,2014-10-03,Second Class,165.63,8,601.50
CA-2012-121041,2014-11-03,2014-11-10,Standard Class,2.15,2,6.61
CA-2012-121097,2014-01-03,2014-01-08,Standard Class,3.63,2,10.37
CA-2012-121132,2014-07-17,2014-07-24,Standard Class,5.46,7,20.70
CA-2012-121188,2014-08-28,2014-09-04,Standard Class,356.63,26,"2,017.53"
CA-2012-121272,2014-03-29,2014-04-04,Standard Class,21.25,4,73.28
CA-2012-121391,2014-10-04,2014-10-07,First Class,7.01,2,26.96
CA-2012-121405,2014-03-30,2014-04-04,Standard Class,22.10,10,204.48
CA-2012-121552,2014-03-22,2014-03-27,Standard Class,5.48,4,19.56
CA-2012-121608,2014-09-03,2014-09-05,First Class,85.68,3,238.11
CA-2012-121650,2014-12-10,2014-12-16,Standard Class,235.84,7,"1,000.43"
CA-2012-121699,2014-08-10,2014-08-14,Standard Class,29.14,5,64.75
CA-2012-121720,2014-06-11,2014-06-12,First Class,-129.59,25,"3,165.74"
CA-2012-121776,2014-02-16,2014-02-21,Standard Class,58.54,10,124.55
CA-2012-121783,2014-11-10,2014-11-14,Standard Class,644.34,12,"2,165.12"
CA-2012-121797,2014-01-30,2014-02-06,Standard Class,297.85,10,"2,147.34"
CA-2012-121965,2014-06-19,2014-06-23,Standard Class,94.87,6,205.73
CA-2012-122168,2014-08-21,2014-08-26,Standard Class,18.25,15,53.28
CA-2012-122210,2014-11-30,2014-12-04,Standard Class,-108.95,14,258.50
CA-2012-122259,2014-10-31,2014-11-04,Standard Class,21.04,4,70.12
CA-2012-122266,2014-04-26,2014-04-30,Standard Class,-76.18,2,194.14
CA-2012-122287,2014-06-18,2014-06-23,Standard Class,15.63,17,101.00
CA-2012-122371,2014-09-26,2014-10-01,Standard Class,77.11,5,188.63
CA-2012-122406,2014-08-02,2014-08-05,Second Class,107.51,8,448.21
CA-2012-122623,2014-09-07,2014-09-11,Standard Class,-2.04,2,47.52
CA-2012-122756,2014-12-03,2014-12-07,Standard Class,-336.86,5,485.30
CA-2012-122826,2014-06-23,2014-06-25,Second Class,22.68,4,201.57
CA-2012-122973,2014-07-18,2014-07-20,Second Class,40.06,4,146.70
CA-2012-123092,2014-12-03,2014-12-07,Standard Class,-50.50,12,288.85
CA-2012-123113,2014-11-23,2014-11-27,Second Class,739.52,11,"2,643.06"
CA-2012-123141,2014-11-14,2014-11-19,Standard Class,119.59,7,"1,114.19"
CA-2012-123155,2014-03-09,2014-03-12,First Class,52.29,8,473.40
CA-2012-123232,2014-12-14,2014-12-16,Second Class,36.00,4,319.97
CA-2012-123330,2014-06-21,2014-06-27,Standard Class,37.79,3,107.98
CA-2012-123456,2014-07-09,2014-07-13,Standard Class,-121.58,2,48.63
CA-2012-123505,2014-11-22,2014-11-26,Standard Class,7.02,3,14.94
CA-2012-123568,2014-11-08,2014-11-14,Standard Class,92.68,14,256.35
CA-2012-123673,2014-10-30,2014-11-01,Second Class,74.98,2,299.90
CA-2012-123939,2014-08-24,2014-08-26,Second Class,55.55,9,469.40
CA-2012-124044,2014-07-23,2014-07-26,Second Class,3.68,3,10.51
CA-2012-124058,2014-11-20,2014-11-24,Standard Class,20.30,10,644.90
CA-2012-124107,2014-10-09,2014-10-12,Second Class,152.52,18,736.47
CA-2012-124268,2014-07-04,2014-07-08,Standard Class,4.49,3,15.48
CA-2012-124450,2014-04-27,2014-05-03,Standard Class,974.31,14,"2,670.19"
CA-2012-124499,2014-10-09,2014-10-13,Standard Class,89.08,8,659.88
CA-2012-124541,2014-04-06,2014-04-10,Standard Class,-16.35,22,92.05
CA-2012-124653,2014-12-24,2014-12-26,First Class,80.31,16,167.31
CA-2012-124800,2014-09-26,2014-09-30,Standard Class,-126.53,32,"1,044.08"
CA-2012-124891,2014-07-31,2014-07-31,Same Day,480.64,17,"3,419.87"
CA-2012-124919,2014-05-31,2014-06-02,First Class,95.84,17,244.78
CA-2012-124933,2014-12-26,2014-12-30,Second Class,99.94,6,212.64
CA-2012-124975,2014-06-22,2014-06-25,First Class,-525.64,7,796.43
CA-2012-125066,2014-12-14,2014-12-18,Standard Class,17.74,4,62.46
CA-2012-125178,2014-10-03,2014-10-09,Standard Class,1.50,2,15.01
CA-2012-125185,2014-03-05,2014-03-07,Second Class,-12.55,4,132.94
CA-2012-125234,2014-11-27,2014-12-01,Standard Class,76.17,6,221.79
CA-2012-125395,2014-06-26,2014-06-29,Second Class,8.80,2,41.90
CA-2012-125416,2014-11-02,2014-11-02,Same Day,49.27,9,447.93
CA-2012-125423,2014-12-13,2014-12-15,Second Class,4.58,2,9.96
CA-2012-125563,2014-04-11,2014-04-17,Standard Class,24.42,5,121.89
CA-2012-125696,2014-10-02,2014-10-06,Standard Class,-5.41,5,7.38
CA-2012-125710,2014-10-08,2014-10-13,Standard Class,0.56,2,3.44
CA-2012-125934,2014-09-11,2014-09-18,Standard Class,163.89,21,399.49
CA-2012-125976,2014-09-27,2014-10-02,Standard Class,631.27,17,"2,026.78"
CA-2012-126137,2014-10-03,2014-10-08,Standard Class,18.45,2,120.67
CA-2012-126186,2014-09-11,2014-09-12,First Class,4.00,4,24.64
CA-2012-126347,2014-12-14,2014-12-19,Second Class,10.50,2,50.00
CA-2012-126445,2014-08-27,2014-08-31,Standard Class,92.08,3,484.65
CA-2012-126466,2014-11-09,2014-11-13,Standard Class,1.17,2,2.48
CA-2012-126557,2014-07-12,2014-07-17,Second Class,109.98,28,"1,745.40"
CA-2012-126669,2014-11-07,2014-11-13,Standard Class,26.82,2,76.64
CA-2012-126697,2014-09-21,2014-09-24,First Class,148.94,14,"1,102.47"
CA-2012-126725,2014-11-17,2014-11-21,Standard Class,175.39,30,"1,873.61"
CA-2012-126739,2014-11-01,2014-11-03,Second Class,21.84,4,327.56
CA-2012-126970,2014-09-20,2014-09-24,Standard Class,-4.49,3,2.81
CA-2012-127019,2014-12-21,2014-12-25,Standard Class,4.57,7,60.98
CA-2012-127110,2014-06-25,2014-07-01,Standard Class,-6.72,8,109.36
CA-2012-127173,2014-09-26,2014-10-03,Standard Class,340.91,19,743.43
CA-2012-127327,2014-02-03,2014-02-07,Standard Class,15.15,1,90.88
CA-2012-127418,2014-06-13,2014-06-14,First Class,13.73,3,36.62
CA-2012-127453,2014-12-19,2014-12-20,First Class,51.65,9,526.74
CA-2012-127481,2014-12-12,2014-12-15,Second Class,64.82,7,130.28
CA-2012-127502,2014-12-10,2014-12-14,Standard Class,2.82,2,5.76
CA-2012-127509,2014-11-09,2014-11-13,Standard Class,243.86,16,"1,085.16"
CA-2012-127544,2014-08-08,2014-08-12,Standard Class,28.80,1,79.99
CA-2012-127593,2014-09-21,2014-09-21,Same Day,14.50,2,85.30
CA-2012-127607,2014-03-20,2014-03-26,Standard Class,1.73,11,21.38
CA-2012-127754,2014-07-26,2014-07-31,Standard Class,13.32,3,266.35
CA-2012-127824,2014-10-18,2014-10-22,Standard Class,27.62,8,277.63
CA-2012-128013,2014-08-09,2014-08-16,Standard Class,73.59,6,154.14
CA-2012-128027,2014-09-14,2014-09-17,Second Class,5.39,3,269.49
CA-2012-128083,2014-03-12,2014-03-17,Standard Class,8.23,10,45.98
CA-2012-128125,2014-03-31,2014-04-05,Standard Class,27.83,6,120.76
CA-2012-128139,2014-07-03,2014-07-09,Standard Class,149.48,4,365.91
CA-2012-128167,2014-06-22,2014-06-26,Second Class,2.33,4,4.96
CA-2012-128356,2014-10-02,2014-10-07,Standard Class,0.96,2,10.94
CA-2012-128608,2014-01-12,2014-01-17,Standard Class,-58.14,13,389.43
CA-2012-128860,2014-06-29,2014-07-05,Standard Class,1.76,1,20.10
CA-2012-128958,2014-01-24,2014-01-28,Standard Class,2.13,5,13.12
CA-2012-128993,2014-09-12,2014-09-17,Second Class,8.57,2,21.98
CA-2012-129042,2014-12-12,2014-12-17,Standard Class,2.22,3,8.22
CA-2012-129098,2014-10-09,2014-10-13,Standard Class,8.33,2,30.84
CA-2012-129112,2014-11-29,2014-11-30,First Class,-13.88,7,30.26
CA-2012-129217,2014-05-10,2014-05-10,Same Day,-187.94,7,107.75
CA-2012-129322,2014-08-08,2014-08-10,Second Class,255.43,11,601.44
CA-2012-129392,2014-07-08,2014-07-08,Same Day,6.60,5,21.12
CA-2012-129476,2014-10-15,2014-10-20,Standard Class,67.99,5,339.96
CA-2012-129525,2014-11-15,2014-11-20,Standard Class,-116.84,13,166.92
CA-2012-129532,2014-12-08,2014-12-12,Standard Class,44.56,6,457.96
CA-2012-129546,2014-09-28,2014-10-05,Standard Class,87.84,14,351.92
CA-2012-129700,2014-05-04,2014-05-05,First Class,-8.92,7,22.29
CA-2012-129770,2014-02-21,2014-02-23,Second Class,23.09,4,49.12
CA-2012-129854,2014-08-22,2014-08-26,Standard Class,7.60,4,16.52
CA-2012-129896,2014-06-15,2014-06-20,Standard Class,-41.97,14,496.90
CA-2012-129917,2014-10-02,2014-10-03,First Class,73.95,12,569.34
CA-2012-130022,2014-08-10,2014-08-16,Standard Class,34.18,8,74.94
CA-2012-130113,2014-12-27,2014-12-31,Standard Class,136.56,11,991.26
CA-2012-130183,2014-11-13,2014-11-17,Standard Class,-18.06,3,614.00
CA-2012-130204,2014-09-03,2014-09-09,Standard Class,58.49,10,178.79
CA-2012-130218,2014-03-23,2014-03-26,First Class,14.76,8,59.48
CA-2012-130253,2014-12-14,2014-12-18,Standard Class,5.18,3,15.24
CA-2012-130365,2014-04-25,2014-04-29,Standard Class,-79.04,5,349.08
CA-2012-130456,2014-08-21,2014-08-26,Standard Class,37.73,7,667.38
CA-2012-130554,2014-04-07,2014-04-09,First Class,1.03,3,11.74
CA-2012-130610,2014-07-05,2014-07-10,Standard Class,8.93,5,19.00
CA-2012-130659,2014-12-04,2014-12-09,Second Class,578.60,15,"2,201.86"
CA-2012-130736,2014-12-07,2014-12-09,First Class,1.20,3,6.57
CA-2012-130785,2014-09-05,2014-09-09,Standard Class,-15.83,13,733.28
CA-2012-130792,2014-04-28,2014-05-05,Standard Class,-36.52,10,44.66
CA-2012-130848,2014-10-25,2014-10-25,Same Day,-29.12,8,582.34
CA-2012-130855,2014-12-29,2015-01-05,Standard Class,0.06,2,6.36
CA-2012-130876,2014-05-12,2014-05-16,Second Class,9.89,3,36.63
CA-2012-130883,2014-09-26,2014-10-02,Standard Class,106.69,16,412.66
CA-2012-130890,2014-11-02,2014-11-06,Standard Class,51.94,5,"1,038.84"
CA-2012-130974,2014-11-27,2014-11-29,Second Class,242.67,24,"1,170.92"
CA-2012-130995,2014-11-01,2014-11-06,Standard Class,1.34,1,4.95
CA-2012-131072,2014-11-05,2014-11-05,Same Day,35.65,3,98.35
CA-2012-131128,2014-10-19,2014-10-20,First Class,17.22,3,34.44
CA-2012-131338,2014-08-09,2014-08-12,First Class,800.08,35,"3,385.61"
CA-2012-131352,2014-10-08,2014-10-13,Standard Class,-70.96,3,72.78
CA-2012-131422,2014-11-05,2014-11-09,Standard Class,25.88,3,207.00
CA-2012-131457,2014-10-31,2014-11-06,Standard Class,6.71,7,14.28
CA-2012-131534,2014-03-28,2014-04-02,Standard Class,40.97,6,199.64
CA-2012-131597,2014-09-14,2014-09-18,Standard Class,-8.51,3,170.14
CA-2012-131758,2014-05-28,2014-06-01,Standard Class,20.35,8,60.87
CA-2012-131779,2014-06-12,2014-06-17,Standard Class,5.08,5,29.90
CA-2012-131856,2014-05-12,2014-05-17,Standard Class,95.30,17,769.02
CA-2012-131884,2014-12-06,2014-12-06,Same Day,-108.65,11,594.00
CA-2012-132080,2014-08-22,2014-08-25,First Class,16.29,6,50.11
CA-2012-132101,2014-03-19,2014-03-25,Standard Class,39.69,3,453.58
CA-2012-132136,2014-03-08,2014-03-12,Standard Class,-14.57,3,8.57
CA-2012-132276,2014-02-23,2014-02-28,Standard Class,10.53,8,37.78
CA-2012-132318,2014-10-30,2014-11-02,First Class,53.04,3,182.91
CA-2012-132374,2014-02-22,2014-02-24,Second Class,20.63,4,79.36
CA-2012-132388,2014-10-10,2014-10-12,First Class,-39.42,6,393.19
CA-2012-132465,2014-09-11,2014-09-15,Second Class,167.11,8,"1,082.15"
CA-2012-132486,2014-10-23,2014-10-27,Second Class,161.11,26,"1,446.78"
CA-2012-132507,2014-07-30,2014-08-03,Second Class,6.18,4,61.79
CA-2012-132570,2014-10-31,2014-11-02,Second Class,36.70,4,82.74
CA-2012-132626,2014-07-09,2014-07-14,Standard Class,435.02,41,"1,133.82"
CA-2012-132633,2014-02-03,2014-02-05,Second Class,4.10,3,12.14
CA-2012-132815,2014-09-19,2014-09-22,Second Class,11.25,2,22.96
CA-2012-132906,2014-09-10,2014-09-14,Standard Class,1.55,4,51.52
CA-2012-132941,2014-05-25,2014-05-28,First Class,49.81,11,262.72
CA-2012-132948,2014-03-27,2014-04-03,Standard Class,3.35,5,83.70
CA-2012-133025,2014-09-17,2014-09-19,Second Class,15.55,5,32.40
CA-2012-133242,2014-06-18,2014-06-24,Standard Class,250.82,12,"1,046.47"
CA-2012-133396,2014-08-13,2014-08-15,First Class,8.09,7,64.68
CA-2012-133445,2014-10-05,2014-10-09,Standard Class,-118.42,5,357.46
CA-2012-133452,2014-04-13,2014-04-19,Standard Class,-27.75,7,910.79
CA-2012-133494,2014-03-01,2014-03-05,Standard Class,0.44,2,3.55
CA-2012-133536,2014-03-28,2014-03-30,Second Class,11.23,3,22.92
CA-2012-133585,2014-03-01,2014-03-04,First Class,-29.89,8,"1,283.33"
CA-2012-133627,2014-05-31,2014-06-07,Standard Class,9.10,6,22.20
CA-2012-133837,2014-04-13,2014-04-18,Standard Class,0.81,1,10.74
CA-2012-133977,2014-09-06,2014-09-08,Second Class,-2.53,1,3.44
CA-2012-134075,2014-12-12,2014-12-16,Standard Class,115.34,5,526.88
CA-2012-134082,2014-12-11,2014-12-17,Standard Class,38.68,4,110.53
CA-2012-134117,2014-12-17,2014-12-19,Second Class,108.69,14,450.19
CA-2012-134201,2014-04-10,2014-04-16,Standard Class,44.37,7,156.71
CA-2012-134257,2014-03-16,2014-03-19,Second Class,244.25,7,498.93
CA-2012-134719,2014-10-10,2014-10-15,Standard Class,-337.81,6,"1,801.63"
CA-2012-134747,2014-10-12,2014-10-17,Second Class,112.21,9,412.24
CA-2012-134782,2014-12-27,2014-12-31,Standard Class,51.66,2,105.42
CA-2012-134859,2014-10-04,2014-10-09,Standard Class,13.75,7,85.68
CA-2012-134894,2014-12-07,2014-12-11,Standard Class,112.27,7,436.86
CA-2012-134922,2014-11-07,2014-11-11,Standard Class,7.93,2,24.40
CA-2012-134943,2014-12-05,2014-12-06,First Class,76.40,5,152.80
CA-2012-134992,2014-09-22,2014-09-26,Second Class,26.59,7,80.38
CA-2012-135020,2014-05-28,2014-06-02,Standard Class,197.79,13,632.86
CA-2012-135174,2014-04-30,2014-05-02,Second Class,-255.74,5,"1,022.97"
CA-2012-135251,2014-08-06,2014-08-10,Standard Class,-91.22,13,467.65
CA-2012-135272,2014-12-07,2014-12-12,Standard Class,28.77,4,79.92
CA-2012-135314,2014-07-09,2014-07-14,Second Class,40.50,3,269.98
CA-2012-135363,2014-03-28,2014-04-02,Standard Class,7.14,4,20.78
CA-2012-135391,2014-02-09,2014-02-11,Second Class,-17.06,6,80.88
CA-2012-135489,2014-09-19,2014-09-22,Second Class,134.33,14,279.86
CA-2012-135510,2014-09-05,2014-09-12,Standard Class,12.23,4,67.96
CA-2012-135538,2014-12-24,2014-12-28,Standard Class,99.43,4,883.84
CA-2012-135545,2014-11-24,2014-11-30,Standard Class,106.81,15,266.29
CA-2012-135580,2014-12-30,2015-01-03,Standard Class,490.60,18,"3,251.34"
CA-2012-135622,2014-12-08,2014-12-11,Second Class,281.12,17,"2,079.11"
CA-2012-135685,2014-11-16,2014-11-18,Second Class,538.10,25,"2,233.02"
CA-2012-135727,2014-05-11,2014-05-16,Second Class,16.80,7,191.97
CA-2012-135853,2014-12-11,2014-12-14,First Class,103.18,14,324.22
CA-2012-136105,2014-06-12,2014-06-16,Standard Class,6.88,2,24.56
CA-2012-136147,2014-11-13,2014-11-18,Standard Class,-102.32,11,233.06
CA-2012-136196,2014-11-28,2014-12-04,Standard Class,64.52,3,322.59
CA-2012-136224,2014-05-31,2014-05-31,Same Day,1.16,3,10.27
CA-2012-136378,2014-04-02,2014-04-07,Standard Class,-13.73,3,9.16
CA-2012-136420,2014-11-20,2014-11-21,First Class,57.19,8,139.82
CA-2012-136469,2014-07-11,2014-07-12,First Class,260.11,13,"1,136.90"
CA-2012-136658,2014-09-10,2014-09-17,Standard Class,2.07,2,6.08
CA-2012-136700,2014-12-06,2014-12-11,Second Class,4.39,2,8.96
CA-2012-136728,2014-09-13,2014-09-17,Second Class,-9.21,5,177.90
CA-2012-136735,2014-07-26,2014-08-02,Standard Class,78.89,2,167.86
CA-2012-136798,2014-05-08,2014-05-12,Standard Class,138.98,8,545.91
CA-2012-136805,2014-05-23,2014-05-27,Second Class,265.29,14,925.83
CA-2012-137064,2014-02-06,2014-02-13,Standard Class,-126.35,8,692.21
CA-2012-137071,2014-12-20,2014-12-21,First Class,21.42,2,100.80
CA-2012-137106,2014-03-31,2014-04-04,Standard Class,27.99,5,79.96
CA-2012-137113,2014-12-01,2014-12-05,Second Class,598.08,27,"4,210.65"
CA-2012-137225,2014-12-15,2014-12-19,Standard Class,1.41,1,3.28
CA-2012-137281,2014-06-13,2014-06-17,Standard Class,3.11,1,6.48
CA-2012-137302,2014-04-26,2014-05-01,Standard Class,78.49,12,485.78
CA-2012-137512,2014-05-07,2014-05-12,Standard Class,-25.99,6,259.94
CA-2012-137526,2014-01-13,2014-01-17,Standard Class,155.50,16,612.46
CA-2012-137603,2014-09-19,2014-09-24,Standard Class,2.18,5,8.40
CA-2012-137708,2014-11-22,2014-11-25,Second Class,47.56,15,114.37
CA-2012-137750,2014-06-25,2014-06-30,Standard Class,57.36,5,204.85
CA-2012-137897,2014-11-14,2014-11-19,Standard Class,42.87,9,134.50
CA-2012-137925,2014-11-30,2014-12-04,Standard Class,53.47,19,705.07
CA-2012-137946,2014-09-01,2014-09-04,Second Class,342.09,7,979.10
CA-2012-137974,2014-04-16,2014-04-18,First Class,397.94,19,"2,298.90"
CA-2012-138002,2014-09-06,2014-09-12,Standard Class,76.94,5,197.92
CA-2012-138009,2014-11-29,2014-12-03,Standard Class,444.27,20,"1,542.47"
CA-2012-138219,2014-03-23,2014-03-30,Standard Class,16.68,4,33.36
CA-2012-138331,2014-08-07,2014-08-12,Standard Class,10.68,10,106.80
CA-2012-138457,2014-09-13,2014-09-17,Standard Class,-10.04,4,13.09
CA-2012-138485,2014-02-27,2014-03-01,Second Class,80.84,9,538.92
CA-2012-138492,2014-05-15,2014-05-22,Standard Class,-10.39,2,51.97
CA-2012-138534,2014-07-17,2014-07-19,Second Class,-13.80,2,195.47
CA-2012-138625,2014-11-02,2014-11-05,First Class,55.36,4,197.72
CA-2012-138674,2014-11-14,2014-11-17,First Class,36.84,12,259.86
CA-2012-138898,2014-05-25,2014-05-29,Standard Class,84.57,13,845.73
CA-2012-138954,2014-11-15,2014-11-17,First Class,68.08,15,224.93
CA-2012-139094,2014-11-22,2014-11-27,Standard Class,-32.52,2,206.96
CA-2012-139164,2014-06-23,2014-06-28,Standard Class,29.83,8,366.99
CA-2012-139248,2014-07-25,2014-07-30,Standard Class,39.00,5,623.96
CA-2012-139290,2014-10-26,2014-10-30,Standard Class,2.65,2,5.76
CA-2012-139374,2014-09-10,2014-09-14,Standard Class,-2.57,1,179.89
CA-2012-139584,2014-08-24,2014-08-28,Standard Class,-64.13,4,310.36
CA-2012-139731,2014-10-15,2014-10-15,Same Day,-307.61,8,"2,717.31"
CA-2012-139738,2014-09-25,2014-09-29,Standard Class,12.87,7,128.74
CA-2012-139780,2014-12-31,2015-01-02,Second Class,52.38,8,116.40
CA-2012-139850,2014-06-12,2014-06-17,Standard Class,11.59,6,64.03
CA-2012-139962,2014-12-13,2014-12-20,Standard Class,28.27,5,57.32
CA-2012-140025,2014-04-07,2014-04-11,Standard Class,"-1,133.29",14,847.20
CA-2012-140144,2014-06-20,2014-06-25,Second Class,147.72,9,383.62
CA-2012-140221,2014-03-05,2014-03-09,Second Class,-483.21,11,257.32
CA-2012-140375,2014-10-02,2014-10-05,Second Class,12.95,4,26.82
CA-2012-140410,2014-11-03,2014-11-07,Standard Class,160.53,13,"1,345.42"
CA-2012-140557,2014-09-07,2014-09-11,Standard Class,167.98,7,559.93
CA-2012-140718,2014-07-02,2014-07-04,First Class,55.28,15,246.36
CA-2012-140830,2014-11-30,2014-12-02,Second Class,40.56,4,89.36
CA-2012-140921,2014-02-03,2014-02-05,First Class,62.07,5,178.37
CA-2012-140984,2014-09-14,2014-09-18,Standard Class,592.24,17,"1,884.14"
CA-2012-141012,2014-06-09,2014-06-11,Second Class,101.17,7,495.74
CA-2012-141040,2014-10-09,2014-10-13,Second Class,314.10,8,655.88
CA-2012-141145,2014-09-17,2014-09-23,Standard Class,10.90,3,87.17
CA-2012-141243,2014-01-03,2014-01-08,Second Class,-352.09,17,"1,757.85"
CA-2012-141250,2014-01-19,2014-01-23,Standard Class,-21.71,5,301.74
CA-2012-141327,2014-11-30,2014-12-03,First Class,30.78,12,440.14
CA-2012-141565,2014-09-20,2014-09-24,Standard Class,-972.05,10,"1,664.13"
CA-2012-141593,2014-12-14,2014-12-16,Second Class,45.65,8,369.56
CA-2012-141740,2014-11-01,2014-11-05,Standard Class,13.68,2,205.16
CA-2012-141754,2014-12-20,2014-12-25,Standard Class,3.95,2,11.70
CA-2012-141768,2014-05-25,2014-05-27,Second Class,4.86,3,14.73
CA-2012-141810,2014-11-02,2014-11-07,Standard Class,-8.22,9,374.08
CA-2012-141936,2014-08-07,2014-08-12,Standard Class,6.46,3,19.15
CA-2012-142027,2014-04-09,2014-04-14,Standard Class,-13.87,3,369.91
CA-2012-142041,2014-06-07,2014-06-09,Second Class,2.63,5,7.52
CA-2012-142055,2014-05-08,2014-05-10,First Class,18.21,2,37.94
CA-2012-142139,2014-08-31,2014-09-05,Standard Class,6.81,4,20.96
CA-2012-142202,2014-09-18,2014-09-23,Second Class,152.39,9,717.12
CA-2012-142237,2014-07-11,2014-07-13,First Class,-39.39,33,676.73
CA-2012-142377,2014-12-04,2014-12-09,Standard Class,40.40,7,85.96
